題號,題目,A,B,C,D,答案,解析,來源名稱,來源網址
2,"人工智慧的實現依賴於一個多層次的架構，每一層都扮演著關鍵角色，從基 礎技術到應用開發，最終落地於實際場景。以下為其主要構成： (1)技術底層 技術底層是人工智慧運作的基礎，提供必要的計算能力、數據支撐與核心演 算法。主要包含以下要素： A. 資料處理與分析 (Data Processing and Analysis )  AI 的核心在於數據，資料處理包括數據清理、整合、儲存及分析。  關鍵技術如 ETL(Extract, Transform, Load )流程、資料庫管理及大數據處理平 台(如 Hadoop 、Spark 等)。 B. 演算法 (Algorithm )  為 AI 的邏輯基石，用於解決問題及提供決策支援。  常見的演算法包括迴歸分析 (Regression Analysis )、分類演算法 (Classification Algorithms )、決策樹 (Decision Tree )與基因演算法 (Genetic Algorithm )等。 C. 機器學習 (Machine Learning )  AI 的 學 習 過 程 透 過 資 料 訓 練 模 型 來 預 測 或 分 類 ， 常 見 技 術 如 監 督 式 學 習 (Supervised Learning )、非監督式學習 (Unsupervised Learning )與強化學習 (Reinforcement Learning )等。 D. 深度學習 (Deep Learning )  構建於人工神經網路基礎之上，適用於處理非結構化數據，如語音辨識、影像 處理與自然語言處理 (NLP)等；常見的開發框架包括 TensorFlow、PyTorch 等。  第三章 人工智慧基礎概論 3-4 E. 專家系統 (Expert System )  基於規則與知識庫，模擬人類專家的決策過程，廣泛應用於醫療診斷、財務分 析等專業領域。 (2)開發應用 人工智慧的開發應用是將基礎技術轉化為實際功能與服務的關鍵階段，涵蓋 模型設計、訓練、測試及部署等多個環節。其目標是讓 AI 技術能夠解決特定業務 需求，並提升效率與價值。 (3)實際運用 將人工智慧技術應用落地為各行業創造價值的最終目標，運用目標包括：  設計行業解決方案：將 AI 技術應用於具體場景，如智慧醫療、智慧物流及智慧 製造等。  打造產品與服務：開發基於 AI 的商業化產品，如語音助理、推薦演算法及智慧 監控系統等。  優化業務流程：透過 AI 實現業務流程優化，提高企業運營效率及競爭力等。",,,,,,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
3,"資料 (數據 )處理與分析是人工智慧項目中的基礎階段，旨在將原始數據轉 化為高品質且適合分析的格式，進一步從中提取有價值的資訊。此階段包括數據 蒐集、清洗、轉換與分析，目標是確保數據的品質、一致性與可用性。 (1)數據蒐集 (Data Collection )： A. 數據結構類型分類 數據蒐集的來源廣泛，根據數據類型與應用需求，可分為以下幾類：  結構化數據(Structured Data )：具有清晰且固定結構的數據，通常以行列形式儲 存，便於直接進行查詢與分析。常見於關聯式資料庫 (如 MySQL、PostgreSQL )  第三章 人工智慧基礎概論 3-5 和規範 化的電子表格。  半結構化數據 (Semi-structured Data )：數據具有一定結構標籤，但 格式靈活， 無需嚴格遵循固定架構 。 通常以文件形式儲存 ， 適用於描述複雜的層次化數據 ， 如 XML、JSON 、CSV 等。  非結構化數據 (Unstructured Data )：無固定結構的數據，需經過處理和解析後 才能進行分析。通常以檔案形式儲存，適合多媒體或自由文本類型數據，包括 圖片、影像、音訊、文字內容，如電子郵件、文章等。 B. 常見數據蒐集方法  問卷與調查：透過線上或線下方式，直接從目標受眾中蒐集第一手數據。此方 法常用於市場研究、用戶回饋 (反饋 )蒐集或行為洞察，能夠精準捕捉目標群 體的意見與需求。  自有產品數據：來自企業所開發或運營的產品或設備數據，通常與用戶的互動 相關。例如自有的網站、 App 應用，或實體裝置如智慧手錶、汽車等。  外部公開數據蒐集：透過 API 調用方式獲取公開可訪問的數據資源 (如政府資 料開放平臺 API 等)，或利用網路爬蟲 (Web Scraping )自動擷取網站公開數據 (如新聞、價格資訊、商品評論等 )。  外部付費數據購買：與第 三方數據提供商合作，購買專業數據集以補充內部數 據，例如市場調查數據或人口統計數據。  網路爬蟲 (Web Scraping )：抓取網站公開數據，例如商品價格、使用者評論或 新聞文章等。 (2)數據清洗 (Data Cleaning )： 數據清洗是提升數據品質的重要步驟 ， 目的是解決數據中的遺缺值 、 重複值 、 錯誤值與不一致性問題，確保數據的完整性與可靠性。以下是常見資料清洗過程 的核心內容：  第三章 人工智慧基礎概論 3-6 A. 遺缺值 (Missing Value )處理 遺缺值是指數據中某些欄位沒有記錄有效數據，需根據業務需求選擇適當的 處理方式 ：  填補遺缺值：使用統計方法填補 (例如平均值、中位數、眾數等 )，或是利用插 補法(Interpolation )或預測模型填補遺缺值 (如基於迴歸分析預測等 )。  刪除記錄：如果遺缺值占比高或數據不可修復，可直接刪除相關記錄 (需謹慎 評估刪除對樣本代表性的影響 )。 B. 重複值 (Duplicate Value )處理 重複值是指數據中存在相同內容的記錄，可能因多次導入資料或錯誤記錄而 產生。  識別重複值：透過檢查主鍵、唯一識別碼或關鍵欄位，確認是否存在重複記錄。  刪除重複值：保留一份正確的記錄，刪除其他重複項。 C. 錯誤值 (Error/Invalid Value )處理 指數據中的值不符合合理範圍或存在明顯錯誤。  檢測並修正明顯的錯誤值 (例如超出合理範圍的數值、拼寫錯誤等 )，例如：年 齡出現負數 (如-5 歲)、錯誤的拼寫 (如 Taiwan 被記錄為 Taiwwn)。 D. 離群值 (Outlier Value )處理 指數據中遠離大多數其他數據點的異常值，通常可能是有意義的數據而非錯 誤值。  離群值是數據集中明顯偏離其他數據點的異常值，可能反映數據的異常情況， 也可能是雜 訊或錯誤。在處理離群值時，需要根據業務需求和分析目標採取適 當策略。  第三章 人工智慧基礎概論 3-7 (3)數據轉換 (Data Transformation ) 將數據轉換成適合分析的格式。  數據格式轉換 (Data Format Transformation )：將數據從一種格式轉換為另一種 格式(如 CSV 轉換為 JSON )。  數據類型轉換 (Data Type Conversion )：將數據從一種數據類型轉換為另一種數 據類型 (如字串轉換為數值 )。  數據正規化 /標準化(Data Normalization/ Standardization )：將數值數據縮放到特 定範圍(如[0,1] 或-1 至 1)，以消除不同變數之間的單位影響，使數據在模型中 具有可比性。  數據離散化 (Data Discretization )：將連續型數據轉換為離散的區間或類別 (如 將年齡分為「青年」 、 「中年」 、 「老年」)。  數據縮減(Data Reduction )：透過特徵選擇、特徵提取或降維技術，如主成分分 析(Principal Components Analysis, PCA )減少數據的維度或體積，從而提高分 析效率並節省儲存空間。 (4)數據分析 (Data Analysis ) 數據分析是運用統計方法、機器學習及其他技術，從處理後的數據中提取有 用資訊與洞察的過程。根據分析目的，可分為以下四種主要方法： A. 敘述性分析 (Descriptive Analysis )： 描述數據的基本特徵和分佈情況。使用各別有其優點、限制、適用領域的統 計指標(如平均值、中位數、標準差、百分位數等 )，以及圖表 (如直方圖、散佈 圖、折線圖等 )等來總結和呈現數據。 a. 平均值(Mean )：將一組數據的所有值相加後除以數據的個數，所得出的結果， 代表了數據的平均水平。  優點：計算簡單，易於理解。  缺點：極端值 (離群值 )的影響較大，若數據集中有極端值，平均值可能會 偏離數據的中心趨勢。  第三章 人工智慧基礎概論 3-8 b. 中位數(Median )：將一組數據按照大小順序排列，位於中間位置的值，如果數 據個數為偶數，則取中間兩個數的平均值。  優點：不受極端值影響，能更好地反映數據的中心趨勢。  缺點：對數據分布的變動性不敏感。 c. 標準差 (Standard Deviation )：用來衡量一組數據的分散程度，標準差越大，數 據的分散程度越大，反之亦然。  優點：能量化描述數據的分散程度，常用於比較 不同組數據的分散情況。  缺點：計算相對複雜，且受極端值影響。 d. 百分位數 (Percentile )：將一組數據按照大小順序排列後，將數據分為 100 份， 每份佔 1%，則第 p 百分位數是指有 p%的數據小於或等於它的值。  優點：能詳細描述數據的分佈情況，不受極端值影響。  缺點：計算相對複雜，對於較大的數據集計算量較大。 e. 直方圖(Histogram )：將連續型數據分成幾個類別 (通常稱為「組」或「 bin」)， 並用矩形的高度表示每個類別中數據的個數。  優點：能直觀地展示數據的分布情況，包括集中趨勢、分散程度和是否有異 常值，可快速了解數據的整體樣貌。  缺點：組間隔的選擇會影響直方圖的外觀，不同的組間隔可能產生不同的視 覺效果。 f. 散佈圖 (Scatter plot )：用於展示兩個變量之間的關係，每個數據點代表一組觀 察值，其位置由兩個變量的值決定。  優點：能直觀地顯示兩個變量之間的相關性，包括線性相關、非線性相關或 無相關、可以幫助發現異常值。  缺點：當數據點過多時，圖形可能變得擁擠，難以觀察。 g. 折線圖 (Line chart )：用於顯示數據隨 時間或其他連續變量的變化趨勢。  優點：能清晰地展示數據的變化趨勢，易於比較不同時間點的數據 ; 可以顯 示多個變量的變化趨勢。  缺點：較不適合展示類別型數據。  第三章 人工智慧基礎概論 3-9 B. 探索性分析 (Exploratory Analysis ) 探索性分析是一種數據分析方法，旨在無需預設假設的情況下，透過多角度 探索數據，發現其中的模式、關聯和異常，為後續的深入分析或建模提供基礎。 以下為探索性分析相關重要觀念： a. 散佈圖矩陣 (Scatter Plot Matrix )  特點與用途 ： 用於展示多個變量兩兩之間的相關性 ， 適合高維數據的初步探索 。  應用範例：分析銷售數據中價格、數量與地區之間的互動關係。 b. 熱圖(Heatmap )  特點與用途 ： 透過色彩強度展示數據項目之間的關聯程度 ， 通常用於相關分析 。  應用範例：了解客戶消費行為特徵之間的關聯 (如年齡與消費金額 )。 c. 平行坐標圖 (Parallel Coordinates Plot )  特點與用途：適合分析高維數據，展示多個變量的趨勢和模式。  應用範例：比較不同產品類型在多項指標上的表現 (如成本、收益、風險等)。 d. 箱型圖 /盒鬚圖 (Box Plot )  特點與用途：展示數據分佈情況，突出離群值與中位數等特徵。  應用範例：比較不同地區的收入分佈差異。 e. 相關性分析 (Correlation Analysis )  特點與用途：測量兩個變量之間的相關性，如皮爾森相關係數 (Pearson Correlation Coefficient )。  應用範例：分析廣告支出與銷售收入之間的相關性，判斷廣告效果。 f. 聚類分析 (Clustering Analysis )  特點與用途：將數據分為多個組群，組內數據相似度高而組間差異大，如 K 均值聚類 (K-Means )、層次聚類 (Hierarchical Clustering )等。  應用範例：客戶分群，根據消費行為將用戶分為高價值客戶、一般客戶等。 g. 主成分分析 (Principal Component Analysis, PCA )  特點與用途：減少數據維度，同時保留大部分數據內訊息，便於視覺化或進 一步分析。  第三章 人工智慧基礎概論 3-10  應用範例：簡化銷售數據的多維特徵以發現核心指標。 h. 異常檢測 (Anomaly Detection )  特點與用途：識別數據集中不符合預期的異常點，如離群值或罕見模式。  應用場景：檢測金融交易中的欺詐行為。 C. 診斷性分析 (Diagnostic Analysis ) 診斷性分析旨在探究數據中的特定現象或結果的根本原因。此類分析通常基 於敘述性分析的結果，進一步深入了解數據背後的邏輯與影響因素。以下為常用 的分析方法： a. 鑽取/向下分析 (Drill -down Analysis )  特點與用途：從宏觀數據逐層深入到細節層級，逐步鎖定問題範圍。  應用場景：銷售下降時，透過地區、產品類別或時間段分析，確定 問題發生 的具體區域或品類。 b. 關聯分析 (Association Analysis )  特點與用途：分析數據項目之間的共現關係或模式。方法如 Apriori 演算法， 用於分析超市購物車數據 (如「啤酒與尿布的關聯性」)。  應用場景：在推薦系統中發掘產品之間的購買關聯。 c. 因果分析 (Causal Analysis )  特點與用途：透過統計與實驗方法分析變量之間的因果關係，避免混淆相關 性與因果性。方法如因果圖 (Causal Diagrams )、隨機試驗 (A/B 測試 )。  應用場景：檢驗行銷活動對銷售增長的實際影響。 D. 預測性分析 (Predictive Analysis ) 預測性分析使用歷史數據來預測未來可能發生的事件或趨勢，通常是基於統 計方法與機器學習模型。以下為常用的模型 /方法： a. 迴歸模型 (Regression Models )  特點與用途：用於數值型結果的預測。  第三章 人工智慧基礎概論 3-11  方法：線性迴歸、多元迴歸、邏輯迴歸等。  應用場景：預測房地產價格、銷售額、天氣變化等。 b. 分類模型 (Classification Models )  特點與用途：用於將數據分為不同類別 。  方法：決策樹、隨機森林、支援向量機 (Support Vector Machine, SVM )、深 度學習 (如神經網路等 )。  應用場景：信用風險評估、疾病診斷、用戶行為預測。 c. 時間序列模型 (Time Series Models )  特點與用途：用於分析時間相關數據，捕捉趨勢、季節性與周期性模式。  方法： ARIMA 、SARIMA 、LSTM 等。  應用場景：銷售預測、需求規劃、股票價格預測。 d. 集成學習方法 (Ensemble Methods )  特點與用途：結合多個模型提高預測準確性 。  方法：隨機森林 (Random Forest )、梯度提升機 (Gradient Boosting Machine, GBM)、極限梯度提升 (eXtreme Gradient Boosting, XGBoost )等。",,,,,,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
4,"演算法 (Algorithm )在機器學習與人工智慧領域扮演著舉足輕重的角色，特 別是在搜尋與排序方面 ， 廣泛應用於網路資訊檢索 、 資料庫管理與各類數據處理 。 以下為幾種常見的搜尋與排序演算法： (1) 線性搜尋 (Linear Search / Sequential Search )：從資料集的第一個元素開始， 逐個與目標元素進行比較。如果找到匹配的元素，則搜尋成功；如果遍歷整 個資料集後仍未找到，則搜尋失敗。 (2) 二分搜尋 (Binary Search )：首先將資料集的中間元素與目標元素進行比較。 如果目標元素等於中間元素，則搜尋成功；如果目標元素小於中間元素，則 在資料集的左半部分繼續搜尋；如果目標元素大於中間元素，則在資料集的 右半部分繼續搜尋。重複以上步驟，直到找到目標元素或搜尋範圍為空。  第三章 人工智慧基礎概論 3-12 (3) 深度優先搜尋 (Depth -First Search, DFS )：在圖形或樹狀 結構。從起始 節點開 始 ， 沿著一條路徑儘可能深地搜尋 ， 直到到達葉節點或遇到已訪問過的節點 ， 然後回溯到上一個節點，繼續搜尋其他路徑。 (4) 廣度優先搜尋 (Breadth -First Search, BFS )：在圖形 或樹狀結構。從起始節點 開始，首先訪問其所有相鄰的節點，然後再訪問這些相鄰節點的相鄰節點， 依此類推，一層一層地擴散搜尋。 以下介紹幾種常見且應用廣泛的演算法： (1) 線性迴歸(Linear Regression )：預測連續數值型的輸出變數，例如房價預測、 銷售額預測、股票價格預測等。優點為簡單易懂、計算效率高；缺 點是只能 捕捉線性關係，對於非線性關係的資料擬合效果較差。其演算法原理為假設 輸入變數 (特徵 )和輸出變數之間存在線性關係，試圖找到一條最佳的直線 (或超平面，在高維空間中 )，盡可能地擬合資料點。 (2) 邏輯迴歸 (Logistic Regression )：邏輯迴歸雖然名稱中有「迴歸」 ，但實際上 是一種分類演算法。使用 Sigmoid 函數將線性迴歸的輸出轉換為介於 0 和 1 之間的機率值。通常設定一個閾值 (例如",,,,,,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
0,"5)，將機率值轉換為類別。優點 為簡單易懂、計算效率高、輸出結果具有機率意義，但只能解決二元分類問 題，對於多類別分類問題需要進行擴展。 (3) K-最近鄰演算法 (K-Nearest Neighbors, KNN )：屬於一種基於實例的學習演 算法，對於一個新的輸入樣本，它會找出訓練集中與其最接近的 K 個樣本 (最近鄰 )。對於分類問題，將新樣本分類為 K 個最近鄰中出現次數最多的 類別；對於迴歸問題，將新樣本的預測值設定為 K 個最近鄰的平均值或中位 數。",,,,,,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
5,"機器學習 (Machine Learning )是一種透過數據訓 練模型，使機器具備預測與 分類能力的技術，常應用於文字辨識、語音辨識、圖像辨識等領域。一般而言，  第三章 人工智慧基礎概論 3-13 資料量愈大且經過完整的資料處理，模型的效果通常會更好。 簡述機器學習的步驟包含： (1)準備訓練資料：包含資料的蒐集、過濾雜訊 及前處理 ；(2)訓練模型：將前項準備好的訓練資料輸入演算法中，並適度調整 參數，使模型儘量符合資料之模式或分佈； (3)測試及評估模型：測試並評估該 模型的效能，並反覆訓練之 ；經多次調校仍不佳時，或許選用其他模型再重覆前 述流程。 依訓練方式，有以下幾種學習方法： (1)監督式學習 (Supervi sed learning ) 監督式學習主要應用於分類 (Classification )與迴歸 (Regression )任務，透 過帶有標記 (Labeled Data )的訓練數據來訓練模型，使其學習輸入特徵與對應標 記之間的關聯性。在訓練過程中，模型不斷調整內部參數，以提高對未知數據的 預測準確度，從而實現對未見數據的有效分類或數值預測。分類模型目標為「如 何將輸入數據分配至不同類別」 ， 例如垃圾郵件過濾(辨別郵件是否為垃圾郵件 )、 影像識別(辨識圖片中的物件類別 )。迴歸模型目標為「學習輸入變數與連續數值 之間的映射關係」 ，例如房價預測 (根據房屋特徵預測價格 )、銷售額預測 (根據 市場數據預測未來銷售 )。 (2)非監督式學習 (Unsupervised Learning ) 不同於監督式學習，無需使用事先標記好的訓練數據。演算法會自動從未標 記的數據中發掘潛在的模式 、 結構或分群(Clustering )，進而揭示數據內部的關聯 性和特徵。非監督式學習常用於資料探索、特徵提取和數據降維等任務，廣泛應 用於市場區隔分析、異常偵測、推薦系統和影像壓縮等領域。 (3)強化學習 (Reinforcement Learning, RL ) 強化學習不同於監督式學習和非監督式學習，是一種基於「回饋 (反饋 )機 制」的學習方法，透過評分機制與獎勵措施的制定，讓人工智慧進行自我評估並  第三章 人工智慧基礎概論 3-14 朝獲取最大獎勵的方向進行學習。強化學習的核心在於讓代理 (Agent )透過與環 境的互動，學習如何選擇最佳行動策略，以獲得最大的累積回報。強化學習特別 適合用於需要 「試錯學習(Trial-and-Error )」 和 「長期規劃」 的任務，例如遊戲AI、 機器人控制和自動駕駛等領域。",,,,,,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
6,"深度學習 (Deep Learning, DL )是一種機器學習的子領域，透過多層次的人 工神經網路，從大量文本、語音、影像等數據中自動學習特徵。這些神經網路由 許多相互連結的神經元組成 ， 每個神經元接收前一層的輸出 ， 經過非線性轉換後 ， 再將結果傳遞給下一層。當大量數據反覆輸入神經網路時，網路內部的連接權重 會不斷調整，使得模型能夠自動從數據中提取出深層且抽象的特徵。相較於傳統 的機器學習方法，深度學習不需要人類專家手動設計特徵，而是讓模型自行學習。 這使得深度學習在處理複雜的數據時，具有更強大的能力。深度學習在自然語言 處理 (如機器翻譯、文本生成 )、電腦視覺 (如影像辨識 、物件偵測 )、語音辨識 (如語音助理、語音轉文字 )以及生成式模型 (Generative AI )等領域都有廣泛的 應用。以下介紹深度學習的三大經典模型： (1)卷積神經網路 (Convolutional Neural Networks, CNN ) 卷積神經網路 (CNN)是深度學習領域中最具代表性的模型之一，特別擅長 處理圖像數據。其設計靈感來自於生物學上的動物視覺皮層，能夠高效地提取圖 像中的特徵。 A. 結構組成：  卷積層(Convolutional Layer )：透過卷積運算提取數據的局部特徵，例如邊緣、 紋理等。  池化層(Pooling Layer )：透過降維操作 (如最大池化、平均池化 )，減少數據維 度，防止過擬合。  第三章 人工智慧基礎概論 3-15  全連接層(Fully Connected Layer )：將提取的特徵映射到輸出空間，進行分類或 迴歸任務。 B. 優點：  適合處理高維數據，參數量相比全連接網路顯著減少。  能夠提取層次化特徵，從低層特徵 (如邊緣 )到高層語義 (如物體形狀 )。 C. 應用場景：  影像辨識：如人臉辨識、手寫數字分類 (MNIST )。  物件偵測：如自動駕 駛中的障礙物檢測。  圖像分割：如醫學影像中的病變檢測。 (2)循環神經網路 (Recurrent Neural Networks, RNN )： RNN 是專為處理序列數據而設計的深度學習模型 ， 其關鍵特性是網路中存在 循環連接，使得模型可以記憶序列中之前的資訊。 A. 工作原理：  RNN 的每個節點不僅接收當前的輸入 ， 還會記住前一時刻的狀態 ， 這使得 RNN 能夠捕捉數據的時間依賴關係。  網路的輸出取決於當前輸入和前面的上下文，適合處理語音、文本等具有時間 序列特性的數據。 B. 改進版本：  長短期記憶網路 (Long Short -Term Memory, LSTM )：透過引入遺忘門 (forget gate )、輸入門(input gate )和輸出門(output gate )，有效解決了梯度消失問題。  門控循環單元 (Gated Recurrent Unit, GRU )：結構比 LSTM 更簡單，但在大多 數應用中效果相近。  第三章 人工智慧基礎概論 3-16 C. 優點：  能夠有效捕捉序列數據中的長期依賴關係。  支持變長序列的處理，適用於多種場景。 D. 缺點：  訓練過程容易出現梯度消失或梯度爆炸問題。  在處理長序列數據時，計算效率較低。 E. 應用場景：  自然語言處理：如機器翻譯、文本生成。  語音辨識：如語音助理中的語音轉文字。  時間序列分析：如股票價格預測。 (3)生成對抗網路 (Generative Adversarial Networks, GAN ) 生成對抗網路 (GAN)是深度學習中用於生成數據的強大模型，由兩個網路 組成：生成器(Generator )和判別器(Discriminator )，並透過對抗學習共同進步。 A. 工作原理：  生成器 (Generator )：接收隨機雜訊作為輸入，生成模擬的數據樣本。  判別器 (Discriminator )：負責區分輸入數據是真實的還是生成的。  生成器的目標是「欺騙」判別器，使其無法區分數據來源；而判別器則試圖最 大化其判斷準確性。這種對抗學習的過程促使生成器逐漸生成更逼真的數據。 B. 優點：  能夠生成高品質的數據樣本，適用於影像、文本、語音等多領域。  在數據增強和模擬中有極大的應用潛力。  第三章 人工智慧基礎概論 3-17 C. 缺點：  訓練過程不穩定，可能出現模式崩潰 (Mode Collapse )。  需要大量計算資源，對網路結構設計要求高。 D. 應用場景：  圖像生成：如將草圖轉換為寫實圖片。  文本生成：如虛擬對話內容的創建。  語音合成：如生成逼真的語音樣本。",,,,,,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
7,生成式人工智慧 (Generative AI )是一種強大的自然語言處理模型，透過龐大 的參數數量，能夠根據使用者提供的提示詞，生成出連貫、有意義的文本回應。 這些模型運作的原理是：根據輸入的提示詞，模型會在經過大量文本訓練後所建 立的「文字機率分布」中，尋找最可能接續的文字，並以此方式逐字生成回應。 模型的參數數量與其理解提示詞的能力、生成文本的品質息息相關。一般來說， 參數越多，模型就越能捕捉到語言的細微差異，生成更為豐富多樣的回應。生成 式人工智慧的訓練過程主要分為兩個階段： (1)訓練階段： 模型會在 大量的文本數據上進行訓練，學習語言的規律和模式。這個階 段的 目的是讓模型具備基本的語言理解和生成能力。模型會從大量的數據中學習到數 據的分布、模式和特徵。 A. 數據準備  數據蒐集：蒐集大量的、高品質的數據，這些數據將作為模型訓練的素材。數 據的數量和品質直接影響模型的生成效果。  數據清洗：對蒐集到的數據進行清洗，去除雜訊、異常值和不一致的部分，確  第三章 人工智慧基礎概論 3-18 保數據的乾淨和可靠。  數據預處理：將數據轉換為模型可以處理的格式，例如，將文本轉換為數字向 量。 B. 模型選擇與搭建：  選擇模型：選擇適合任務的生成模型，常見的模型包括生成對抗網路 (GAN)、 變分自編碼器 (VAE)、Transformer 等。  搭建模型：根據所選模型的結構，搭建模型的各個層級，包括輸入層、隱藏層 和輸出層。 C. 模型訓練：  損失函數：設計一個適當的損失函數，用來衡量模型生成的數據與真實數據之 間的差異。  優化器：選擇一個優化器，如 Adam、SGD，用來更新模型的參數，使得模型生 成的數據越來越接近真實數據。  迭代訓練：反覆輸入訓練數據，計算損失，並根據損失更新模型參數，直到模 型收斂或達到預定的訓練次數。 (2)微調階段： 在預訓練模型的基礎上，使用特定領域或任 務的數據進行進一步訓練，以提 升模型在特定任務上的表現。 A. 特定任務優化：  調整超參數：根據任務的具體需求，調整學習率、批量大小等超參數。  添加特定層：為模型添加一些特定於任務的層，如在文本生成任務中，可以添 加一個語言模型層。  第三章 人工智慧基礎概論 3-19 B. 數據精調：  使用特定數據集：使用與特定任務相關的數據集進行微調，以提高模型在該任 務上的效能。  數據增強：透過對數據進行一些變換，如旋轉、翻轉等，來增加數據的多樣性， 提高模型的泛化能力。 生成式人工智慧的訓練是一個複雜且迭代的過程，透過訓練和微調，模型能 夠學習到數據的複雜模式，並生成具有創造性的內容，影響生成模型效果的因素 包括：  數據品質：數據的數量、品質和多樣性對模型的效能有決定性的影響。  模型結構：不同的模型結構適合不同的任務。  超參數設置：合理的超參數設置可以加速模型的收斂並提高效能。  計算資源：訓練大型生成模型需要大量的計算資源。  第三章 人工智慧基礎概論 3-20,,,,,,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
1,下列何者最適合訓練電腦下圍棋、自動駕駛等動態重複地互動的問題？,監督式學習(Supervised Learning),非監督式學習(Unsupervised Learning),半監督式學習(Semi-supervised Learning),強化學習(Reinforcement Learning),,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
2,關於 AI 的定義，下列敘述何者較為正確？,AI 僅限於深度學習技術,AI 包括各種技術，例如機器學習、專家系統等,AI 系統只能在學術研究中應用,AI 無法應用於金融領域,,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
3,為了提升 AI 系統的透明性，下列哪種措施是適當的？,不需對外揭露任何有關 AI 系統的資訊,規劃透過發布報告、技術文件或網站揭露 AI 系統的相關資訊,僅對內部員工進行透明性說明,將所有 AI 系統資訊保密,,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
4,下列何者不適合做為資料分布估計？,直方圖 (Histogram ),散布圖 (Scatter plot ),雷達圖 (Radar chart ),四分位數 (Quartile ),,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
5,K-Means 聚類算法中， K 代表什麼？,數據集中特徵的數量,數據集中樣本的數量,所需劃分的群組數量,迭代次數  第三章 人工智慧基礎概論 3-21,,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
6,深度學習模型中，下列哪一項通常用來降低過擬合問題？,增加訓練數據量,增加模型的複雜度,增加學習率,增加正則化項,,,AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(初級)-學習指引-科目1_人工智慧基礎概論1141203_20251222172144.pdf
